Blockchain Project,Channel Name,Channel Link,Published At SQL,Views,Likes,Comments,Engagement (Likes + Comments)
ZKSync,Air Drop,https://www.youtube.com/channel/AirDrop,2022-12-26,70,10,0,10
ZKSync,Air Drop,https://www.youtube.com/channel/AirDrop,2022-12-26,50,0,0,0
ZKSync,VirtualBacon,https://www.youtube.com/channel/VirtualBacon,2022-12-27,2001250,67230,5370,72600
ZKSync,Technical Ghosh Trick,https://www.youtube.com/channel/TechnicalGhoshTrick,2022-12-28,550,0,20,20
ZKSync,Coin Engineer,https://www.youtube.com/channel/CoinEngineer,2022-12-29,4630,240,90,330
ZKSync,Technical Hritik,https://www.youtube.com/channel/TechnicalHritik,2023-01-01,1620,80,30,110
ZKSync,Crypto Soch,https://www.youtube.com/channel/CryptoSoch,2023-01-05,14910,750,200,950
ZKSync,@ABCofCrypto,https://www.youtube.com/channel/@ABCofCrypto,2023-01-05,2110,50,10,60
ZKSync,Crypto Soch,https://www.youtube.com/channel/CryptoSoch,2023-01-08,2620,120,10,130
ZKSync,CryptoTrainer /क्रिप्टो की बात,https://www.youtube.com/channel/CryptoTrainer/क्रिप्टोकीबात,2023-01-11,12260,790,140,930
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2023-01-12,6350,170,30,200
ZKSync,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2023-01-15,10790,520,70,590
ZKSync,VirtualBacon,https://www.youtube.com/channel/VirtualBacon,2023-01-16,4910320,144770,57750,202520
ZKSync,Metanomics,https://www.youtube.com/channel/Metanomics,2023-01-17,12470,150,50,200
ZKSync,AR,https://www.youtube.com/channel/AR,2023-01-19,10710,150,100,250
ZKSync,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2023-01-20,11110,570,40,610
ZKSync,Crypto Banter,https://www.youtube.com/channel/CryptoBanter,2023-01-25,155630,6020,160,6180
ZKSync,Crypto Empire,https://www.youtube.com/channel/CryptoEmpire,2023-01-25,33990,1180,410,1590
ZKSync,CryptoEnglish,https://www.youtube.com/channel/CryptoEnglish,2023-01-26,22360,690,110,800
ZKSync,FinTech Channel,https://www.youtube.com/channel/FinTechChannel,2023-01-27,469860,18430,0,18430
ZKSync,CryptoStream Live,https://www.youtube.com/channel/CryptoStreamLive,2023-01-29,8620,490,130,620
ZKSync,CryptoTube,https://www.youtube.com/channel/CryptoTube,2023-01-30,14740,670,110,780
ZKSync,CryptoArchives,https://www.youtube.com/channel/CryptoArchives,2023-01-30,5840,260,40,300
ZKSync,Miles Deutscher,https://www.youtube.com/channel/MilesDeutscher,2023-02-02,82220,3890,320,4210
ZKSync,VirtualBacon,https://www.youtube.com/channel/VirtualBacon,2023-02-06,762210,42090,910,43000
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2023-02-06,40100,2300,260,2560
ZKSync,whoistracer,https://www.youtube.com/channel/whoistracer,2023-02-06,6590,200,0,200
ZKSync,Soy Cripto,https://www.youtube.com/channel/SoyCripto,2023-02-13,9230,1510,740,2250
ZKSync,Hitesh Malviya,https://www.youtube.com/channel/HiteshMalviya,2023-02-14,5700,700,80,780
ZKSync,PC Crypto,https://www.youtube.com/channel/PCCrypto,2023-02-14,14190,230,130,360
ZKSync,CryptoStream Live,https://www.youtube.com/channel/CryptoStreamLive,2023-02-14,3550,110,20,130
ZKSync,Miles Deutscher,https://www.youtube.com/channel/MilesDeutscher,2023-02-16,39540,2350,130,2480
ZKSync,Pushpendra Singh Shorts,https://www.youtube.com/channel/PushpendraSinghShorts,2023-02-17,3011300,53440,7550,60990
ZKSync,PRINCE PETERS,https://www.youtube.com/channel/PRINCEPETERS,2023-02-17,11980,610,330,940
ZKSync,PC Crypto,https://www.youtube.com/channel/PCCrypto,2023-02-17,15040,310,220,530
ZKSync,Realdrophunter,https://www.youtube.com/channel/Realdrophunter,2023-02-18,5740,0,20,20
ZKSync,PROCENT,https://www.youtube.com/channel/PROCENT,2023-02-19,94830,3670,350,4020
ZKSync,LeviTheGiant,https://www.youtube.com/channel/LeviTheGiant,2023-02-21,8290,420,60,480
ZKSync,CryptoNexus Technologies,https://www.youtube.com/channel/CryptoNexusTechnologies,2023-02-21,740,10,0,10
ZKSync,Crypto Banter,https://www.youtube.com/channel/CryptoBanter,2023-02-22,216980,9970,170,10140
ZKSync,Conor Kenny,https://www.youtube.com/channel/ConorKenny,2023-02-22,45940,2630,220,2850
ZKSync,Zach Rector,https://www.youtube.com/channel/ZachRector,2023-02-23,29550,2630,140,2770
ZKSync,Kelby Tirtabudi,https://www.youtube.com/channel/KelbyTirtabudi,2023-02-23,6730,420,100,520
ZKSync,Kelby Tirtabudi,https://www.youtube.com/channel/KelbyTirtabudi,2023-02-25,5040,360,50,410
ZKSync,Terry Trail,https://www.youtube.com/channel/TerryTrail,2023-02-25,7200,140,90,230
ZKSync,WISE ADVICE,https://www.youtube.com/channel/WISEADVICE,2023-03-01,223210,16830,3150,19980
ZKSync,La Mejor Estrategia Criptomonedas,https://www.youtube.com/channel/LaMejorEstrategiaCriptomonedas,2023-03-01,144500,9230,960,10190
ZKSync,Kryptowaluty dla Początkujących,https://www.youtube.com/channel/KryptowalutydlaPoczątkujących,2023-03-01,75510,4050,290,4340
ZKSync,Crypto Airdrop কোপাকুপি,https://www.youtube.com/channel/CryptoAirdropকোপাকুপি,2023-03-01,27660,1220,140,1360
ZKSync,Online Support,https://www.youtube.com/channel/OnlineSupport,2023-03-01,38070,840,280,1120
ZKSync,TIPS CRYPTO,https://www.youtube.com/channel/TIPSCRYPTO,2023-03-01,19770,710,210,920
ZKSync,Indian Crypto Official🇮🇳,https://www.youtube.com/channel/IndianCryptoOfficial🇮🇳,2023-03-01,12190,680,190,870
ZKSync,Andrea Landriani,https://www.youtube.com/channel/AndreaLandriani,2023-03-01,7220,650,100,750
ZKSync,ALROCK,https://www.youtube.com/channel/ALROCK,2023-03-01,14720,370,280,650
ZKSync,Crypto Coin Channel,https://www.youtube.com/channel/CryptoCoinChannel,2023-03-01,230,460,110,570
ZKSync,Indian Crypto Official🇮🇳,https://www.youtube.com/channel/IndianCryptoOfficial🇮🇳,2023-03-01,11690,450,40,490
ZKSync,Moralis,https://www.youtube.com/channel/Moralis,2023-03-01,8740,340,110,450
ZKSync,Lucky Crypto Support,https://www.youtube.com/channel/LuckyCryptoSupport,2023-03-01,16110,260,70,330
ZKSync,My Bitcoin,https://www.youtube.com/channel/MyBitcoin,2023-03-01,7060,120,140,260
ZKSync,Crypto Money Bitcoin,https://www.youtube.com/channel/CryptoMoneyBitcoin,2023-03-01,2290,190,30,220
ZKSync,CRYPTOSTYLE NFT💰,https://www.youtube.com/channel/CRYPTOSTYLENFT💰,2023-03-01,2080,110,60,170
ZKSync,Nelson Rpk - Investissement,https://www.youtube.com/channel/NelsonRpk-Investissement,2023-03-01,3050,110,20,130
ZKSync,Tricks On Online,https://www.youtube.com/channel/TricksOnOnline,2023-03-01,1830,70,0,70
ZKSync,wallofcrypto,https://www.youtube.com/channel/wallofcrypto,2023-03-01,1130,20,30,50
ZKSync,Hines Inc.,https://www.youtube.com/channel/HinesInc.,2023-03-01,840,40,0,40
ZKSync,Crypto Lite,https://www.youtube.com/channel/CryptoLite,2023-03-01,5230,40,0,40
ZKSync,Techno Sha Vlog,https://www.youtube.com/channel/TechnoShaVlog,2023-03-01,1030,40,0,40
ZKSync,DK Free Fund,https://www.youtube.com/channel/DKFreeFund,2023-03-01,5810,0,20,20
ZKSync,EARNING BD OFFICIAL,https://www.youtube.com/channel/EARNINGBDOFFICIAL,2023-03-01,1090,20,0,20
ZKSync,VirtualBacon,https://www.youtube.com/channel/VirtualBacon,2023-03-02,1585860,45990,3940,49930
ZKSync,Airdrop King News,https://www.youtube.com/channel/AirdropKingNews,2023-03-02,43770,11300,1770,13070
ZKSync,Altcoin Buzz,https://www.youtube.com/channel/AltcoinBuzz,2023-03-02,151860,7140,360,7500
ZKSync,Kripto Gelişim,https://www.youtube.com/channel/KriptoGelişim,2023-03-02,43060,1930,810,2740
ZKSync,Cari Duit Digital,https://www.youtube.com/channel/CariDuitDigital,2023-03-02,65840,700,810,1510
ZKSync,NFTimes,https://www.youtube.com/channel/NFTimes,2023-03-02,51700,1350,70,1420
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2023-03-02,14910,1330,40,1370
ZKSync,Tech Help In Hindi,https://www.youtube.com/channel/TechHelpInHindi,2023-03-02,30500,1080,250,1330
ZKSync,Cryptoverse,https://www.youtube.com/channel/Cryptoverse,2023-03-02,23940,1110,130,1240
ZKSync,Crypto Empire,https://www.youtube.com/channel/CryptoEmpire,2023-03-02,16300,830,350,1180
ZKSync,Airdrop Mühendisi,https://www.youtube.com/channel/AirdropMühendisi,2023-03-02,21650,530,50,580
ZKSync,Max Online Income,https://www.youtube.com/channel/MaxOnlineIncome,2023-03-02,14720,400,140,540
ZKSync,Profitrole,https://www.youtube.com/channel/Profitrole,2023-03-02,7890,450,80,530
ZKSync,BANKEY UPDATE (Airdrop),https://www.youtube.com/channel/BANKEYUPDATE(Airdrop),2023-03-02,18660,300,140,440
ZKSync,Nathaniel Whittemore,https://www.youtube.com/channel/NathanielWhittemore,2023-03-02,11730,290,20,310
ZKSync,Crypto Currency State,https://www.youtube.com/channel/CryptoCurrencyState,2023-03-02,5340,190,100,290
ZKSync,Best Passive Income Programs Online,https://www.youtube.com/channel/BestPassiveIncomeProgramsOnline,2023-03-02,3200,240,20,260
ZKSync,Airdrop Center,https://www.youtube.com/channel/AirdropCenter,2023-03-02,3370,170,90,260
ZKSync,Минер - Майнинг и Криптовалюта,https://www.youtube.com/channel/Минер-МайнингиКриптовалюта,2023-03-02,6270,150,70,220
ZKSync,Zack Ventura,https://www.youtube.com/channel/ZackVentura,2023-03-02,990,130,80,210
ZKSync,Cryptods,https://www.youtube.com/channel/Cryptods,2023-03-02,3700,150,30,180
ZKSync,NH Crypto,https://www.youtube.com/channel/NHCrypto,2023-03-02,2980,90,10,100
ZKSync,Crypto OG,https://www.youtube.com/channel/CryptoOG,2023-03-02,2180,50,20,70
ZKSync,Earning AJ Hindi,https://www.youtube.com/channel/EarningAJHindi,2023-03-02,1680,60,0,60
ZKSync,Down Bad,https://www.youtube.com/channel/DownBad,2023-03-02,430,40,0,40
ZKSync,TESHKID IS CRYPTO,https://www.youtube.com/channel/TESHKIDISCRYPTO,2023-03-02,950,30,10,40
ZKSync,DK Free Fund,https://www.youtube.com/channel/DKFreeFund,2023-03-02,8010,0,20,20
ZKSync,CryptoWorld,https://www.youtube.com/channel/CryptoWorld,2023-03-02,370,0,0,0
ZKSync,Crypto_nfts,https://www.youtube.com/channel/Crypto_nfts,2023-03-03,90070,2810,240,3050
ZKSync,Radek Zaleski (Bull & Bear),https://www.youtube.com/channel/RadekZaleski(Bull&Bear),2023-03-03,21120,1240,320,1560
ZKSync,Cari Duit Digital,https://www.youtube.com/channel/CariDuitDigital,2023-03-03,74250,860,660,1520
ZKSync,Tech Help In Hindi,https://www.youtube.com/channel/TechHelpInHindi,2023-03-03,25030,880,130,1010
ZKSync,Chennai Marketer,https://www.youtube.com/channel/ChennaiMarketer,2023-03-03,17090,740,150,890
ZKSync,Earning STAR,https://www.youtube.com/channel/EarningSTAR,2023-03-03,19400,760,90,850
ZKSync,CryptoToloka,https://www.youtube.com/channel/CryptoToloka,2023-03-03,20270,730,120,850
ZKSync,Indian Crypto Official🇮🇳,https://www.youtube.com/channel/IndianCryptoOfficial🇮🇳,2023-03-03,13570,500,110,610
ZKSync,Another Airdrop,https://www.youtube.com/channel/AnotherAirdrop,2023-03-03,2110,600,0,600
ZKSync,Tech Help In Hindi,https://www.youtube.com/channel/TechHelpInHindi,2023-03-03,7680,440,110,550
ZKSync,CCA Channels,https://www.youtube.com/channel/CCAChannels,2023-03-03,15160,300,150,450
ZKSync,AirdropBD,https://www.youtube.com/channel/AirdropBD,2023-03-03,4090,270,150,420
ZKSync,Ash Robin,https://www.youtube.com/channel/AshRobin,2023-03-03,20170,340,70,410
ZKSync,BeInCrypto Español,https://www.youtube.com/channel/BeInCryptoEspañol,2023-03-03,9200,340,30,370
ZKSync,Duck Droid,https://www.youtube.com/channel/DuckDroid,2023-03-03,3680,150,150,300
ZKSync,Technology Bikash,https://www.youtube.com/channel/TechnologyBikash,2023-03-03,600,200,0,200
ZKSync,cryptoliber,https://www.youtube.com/channel/cryptoliber,2023-03-03,6330,140,60,200
ZKSync,Dip Karmakar,https://www.youtube.com/channel/DipKarmakar,2023-03-03,2940,130,60,190
ZKSync,SENPAI DOIDÃO 🍇,https://www.youtube.com/channel/SENPAIDOIDÃO🍇,2023-03-03,1710,20,160,180
ZKSync,Captain Crypto,https://www.youtube.com/channel/CaptainCrypto,2023-03-03,8110,120,30,150
ZKSync,Airdrop Evreni,https://www.youtube.com/channel/AirdropEvreni,2023-03-03,2950,80,20,100
ZKSync,The Blockchain Copywriter,https://www.youtube.com/channel/TheBlockchainCopywriter,2023-03-03,3560,80,0,80
ZKSync,Dashing Crypto,https://www.youtube.com/channel/DashingCrypto,2023-03-03,2040,80,0,80
ZKSync,Airdrop Hunter 🪂,https://www.youtube.com/channel/AirdropHunter🪂,2023-03-03,2360,50,0,50
ZKSync,All Airdrop,https://www.youtube.com/channel/AllAirdrop,2023-03-03,400,30,10,40
ZKSync,Loot Ke Duniya,https://www.youtube.com/channel/LootKeDuniya,2023-03-03,210,40,0,40
ZKSync,TEACH TUNE,https://www.youtube.com/channel/TEACHTUNE,2023-03-03,780,30,10,40
ZKSync,BinanceStuff,https://www.youtube.com/channel/BinanceStuff,2023-03-03,2470,20,0,20
ZKSync,All Airdrop,https://www.youtube.com/channel/AllAirdrop,2023-03-03,310,0,10,10
ZKSync,s b,https://www.youtube.com/channel/sb,2023-03-03,100,0,10,10
ZKSync,Pro Traders Lounge,https://www.youtube.com/channel/ProTradersLounge,2023-03-04,12730,1080,40,1120
ZKSync,Tech Help In Hindi,https://www.youtube.com/channel/TechHelpInHindi,2023-03-04,29080,890,180,1070
ZKSync,Indian Crypto Official🇮🇳,https://www.youtube.com/channel/IndianCryptoOfficial🇮🇳,2023-03-04,29430,880,180,1060
ZKSync,Digital Lady,https://www.youtube.com/channel/DigitalLady,2023-03-04,18960,790,170,960
ZKSync,PRINCE PETERS,https://www.youtube.com/channel/PRINCEPETERS,2023-03-04,17150,530,230,760
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2023-03-04,15490,510,210,720
ZKSync,TESTNET AIRDROPS TAMIL,https://www.youtube.com/channel/TESTNETAIRDROPSTAMIL,2023-03-04,6620,270,60,330
ZKSync,Crypto Light,https://www.youtube.com/channel/CryptoLight,2023-03-04,6430,200,0,200
ZKSync,Technology Sharad 1,https://www.youtube.com/channel/TechnologySharad1,2023-03-04,4900,130,50,180
ZKSync,BeInCrypto Español,https://www.youtube.com/channel/BeInCryptoEspañol,2023-03-04,4130,100,10,110
ZKSync,ChibiOneDerr,https://www.youtube.com/channel/ChibiOneDerr,2023-03-04,950,10,30,40
ZKSync,TAKA INCOME 24 BD,https://www.youtube.com/channel/TAKAINCOME24BD,2023-03-04,170,30,0,30
ZKSync,Instant Loots,https://www.youtube.com/channel/InstantLoots,2023-03-04,490,30,0,30
ZKSync,Sohna Punjab,https://www.youtube.com/channel/SohnaPunjab,2023-03-04,610,20,0,20
ZKSync,Drummer,https://www.youtube.com/channel/Drummer,2023-03-04,370,10,10,20
ZKSync,Alon Crypto,https://www.youtube.com/channel/AlonCrypto,2023-03-04,820,0,10,10
ZKSync,#CryptoHunter,https://www.youtube.com/channel/#CryptoHunter,2023-03-04,400,10,0,10
ZKSync,DK Free Fund,https://www.youtube.com/channel/DKFreeFund,2023-03-04,5010,0,10,10
ZKSync,Crypto Jargon,https://www.youtube.com/channel/CryptoJargon,2023-03-05,5886400,485290,1480,486770
ZKSync,Elon Airdrop,https://www.youtube.com/channel/ElonAirdrop,2023-03-05,173040,18580,3690,22270
ZKSync,VirtualBacon,https://www.youtube.com/channel/VirtualBacon,2023-03-05,468750,14390,380,14770
ZKSync,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2023-03-05,162430,6470,820,7290
ZKSync,RS SAMAYAL,https://www.youtube.com/channel/RSSAMAYAL,2023-03-05,101050,1900,20,1920
ZKSync,RMRK,https://www.youtube.com/channel/RMRK,2023-03-05,29340,1560,170,1730
ZKSync,CryptoSale - комьюнити про заработок на крипте,https://www.youtube.com/channel/CryptoSale-комьюнитипрозаработокнакрипте,2023-03-05,26980,1230,420,1650
ZKSync,CryptoEnglish,https://www.youtube.com/channel/CryptoEnglish,2023-03-05,43630,1360,140,1500
ZKSync,Real trick Airdrop,https://www.youtube.com/channel/RealtrickAirdrop,2023-03-05,20630,910,100,1010
ZKSync,The Fomo Factory,https://www.youtube.com/channel/TheFomoFactory,2023-03-05,6600,580,140,720
ZKSync,Anil Basnet,https://www.youtube.com/channel/AnilBasnet,2023-03-05,560,500,140,640
ZKSync,DK Free Fund,https://www.youtube.com/channel/DKFreeFund,2023-03-05,15080,420,90,510
ZKSync,CRYPTOGIC,https://www.youtube.com/channel/CRYPTOGIC,2023-03-05,4880,190,20,210
ZKSync,CASH Gig,https://www.youtube.com/channel/CASHGig,2023-03-05,4880,150,40,190
ZKSync,My Bitcoin,https://www.youtube.com/channel/MyBitcoin,2023-03-05,3920,80,80,160
ZKSync,NinjaFarmer,https://www.youtube.com/channel/NinjaFarmer,2023-03-05,8020,110,40,150
ZKSync,Crypto Men India,https://www.youtube.com/channel/CryptoMenIndia,2023-03-05,2370,90,20,110
ZKSync,Thiha Aung,https://www.youtube.com/channel/ThihaAung,2023-03-05,1370,70,0,70
ZKSync,Idea Hunter Salman,https://www.youtube.com/channel/IdeaHunterSalman,2023-03-05,480,10,50,60
ZKSync,Crypto com o Math,https://www.youtube.com/channel/CryptocomoMath,2023-03-06,56660,4860,400,5260
ZKSync,Michal Lewicz,https://www.youtube.com/channel/MichalLewicz,2023-03-06,87320,3760,1260,5020
ZKSync,Indian Crypto Official🇮🇳,https://www.youtube.com/channel/IndianCryptoOfficial🇮🇳,2023-03-06,17010,520,20,540
ZKSync,Criptos con Mike,https://www.youtube.com/channel/CriptosconMike,2023-03-06,6070,450,70,520
ZKSync,Mr. RATTAR's Crypto,https://www.youtube.com/channel/Mr.RATTAR'sCrypto,2023-03-06,11330,410,100,510
ZKSync,Indian Crypto Official🇮🇳,https://www.youtube.com/channel/IndianCryptoOfficial🇮🇳,2023-03-06,21490,440,50,490
ZKSync,dgim,https://www.youtube.com/channel/dgim,2023-03-06,10380,420,20,440
ZKSync,Tech Help In Hindi,https://www.youtube.com/channel/TechHelpInHindi,2023-03-06,4300,420,0,420
ZKSync,Crypto Soch,https://www.youtube.com/channel/CryptoSoch,2023-03-06,3980,160,80,240
ZKSync,Türkoinim 🇹🇷,https://www.youtube.com/channel/Türkoinim🇹🇷,2023-03-06,9650,150,90,240
ZKSync,ALPHA HUNTERS,https://www.youtube.com/channel/ALPHAHUNTERS,2023-03-06,9050,210,30,240
ZKSync,Crypto Currency State,https://www.youtube.com/channel/CryptoCurrencyState,2023-03-06,4760,230,0,230
ZKSync,sfwofree,https://www.youtube.com/channel/sfwofree,2023-03-06,6740,180,10,190
ZKSync,Al Halal Crypto Academy,https://www.youtube.com/channel/AlHalalCryptoAcademy,2023-03-06,1520,130,0,130
ZKSync,Инвестиции в криптовалюту / Криптоконсультант,https://www.youtube.com/channel/Инвестициивкриптовалюту/Криптоконсультант,2023-03-06,5610,0,110,110
ZKSync,BTDcrypto,https://www.youtube.com/channel/BTDcrypto,2023-03-06,1940,90,0,90
ZKSync,Job Centre,https://www.youtube.com/channel/JobCentre,2023-03-06,1310,70,0,70
ZKSync,Halal Saving,https://www.youtube.com/channel/HalalSaving,2023-03-06,680,50,0,50
ZKSync,Airdrop Hunting,https://www.youtube.com/channel/AirdropHunting,2023-03-06,160,30,0,30
ZKSync,KENTANG KELINCI,https://www.youtube.com/channel/KENTANGKELINCI,2023-03-06,250,10,0,10
ZKSync,BITGET 🔆,https://www.youtube.com/channel/BITGET🔆,2023-03-06,10,0,0,0
ZKSync,Altcoin Pinoy,https://www.youtube.com/channel/AltcoinPinoy,2023-03-07,196730,5280,850,6130
ZKSync,PatrykoS,https://www.youtube.com/channel/PatrykoS,2023-03-07,14430,1030,480,1510
ZKSync,Dana gratis official,https://www.youtube.com/channel/Danagratisofficial,2023-03-07,24280,580,400,980
ZKSync,Indian Crypto Official🇮🇳,https://www.youtube.com/channel/IndianCryptoOfficial🇮🇳,2023-03-07,12800,480,140,620
ZKSync,MERU DIGITAL,https://www.youtube.com/channel/MERUDIGITAL,2023-03-07,190,410,120,530
ZKSync,Os Guri das Cripto,https://www.youtube.com/channel/OsGuridasCripto,2023-03-07,4810,370,30,400
ZKSync,Sandhi Sobuj Official,https://www.youtube.com/channel/SandhiSobujOfficial,2023-03-07,4710,220,60,280
ZKSync,WwCf,https://www.youtube.com/channel/WwCf,2023-03-07,3300,100,170,270
